model_id,model_type,hash,tally,updated_at,context_id,context_type
8220,App\Models\CatalystExplorer\Proposal,a2a6285e33231b89d603cec73f8611e0c4e8e7459290d084ce12deee60de66ad,199,2023-09-26 15:39:02,113,App\Models\Fund
8795,App\Models\CatalystExplorer\Proposal,146fd7ea6c2dfab4cb58325dd803ead5d9da98503563de6368c28b1a303b72dc,673,2023-09-26 15:39:17,113,App\Models\Fund
8403,App\Models\CatalystExplorer\Proposal,5a94c03d94e72ac4c3827e82ed1c3ecf98c2fed0eba24225f334516e4bc1cda3,357,2023-09-26 15:37:03,113,App\Models\Fund
9153,App\Models\CatalystExplorer\Proposal,5d21616e28a4da25f3097fa7ef6335ee18b54176305a172d00c85a34cdb7598e,158,2023-09-26 15:37:42,113,App\Models\Fund
9247,App\Models\CatalystExplorer\Proposal,98d32fdabefe8ce15ddac037af194afc159613f5fefa046631615c6be33abbf0,174,2023-09-26 15:37:53,113,App\Models\Fund
9397,App\Models\CatalystExplorer\Proposal,c95d78c58b1058a1042c00d671879caca225258e351e94492e37e75fe1ea47df,165,2023-09-26 15:38:11,113,App\Models\Fund
8582,App\Models\CatalystExplorer\Proposal,4e2ff77782599bda7262d50fcb0c9b0b673a6313f8c69134b42911805aeb8ef7,190,2023-09-26 15:38:47,113,App\Models\Fund
8260,App\Models\CatalystExplorer\Proposal,c865c74de29a7deadb78504bb70c8c015850ad88cb08b4f34060acc150be894a,188,2023-09-26 15:39:07,113,App\Models\Fund
8848,App\Models\CatalystExplorer\Proposal,253a57c5a404555ab33296d338c41e23d7f56394ed41843deedbf5cefca97c99,186,2023-09-26 15:39:31,113,App\Models\Fund
7986,App\Models\CatalystExplorer\Proposal,4d52c88fc58c8c80ac782c3a0b25cf45a22696041a1e84777e426ab2efd375a8,201,2023-09-26 15:38:33,113,App\Models\Fund
8051,App\Models\CatalystExplorer\Proposal,277c8bc0c8509211b7dbcb7ad6916cbdd69ca61d2230edfd55ea21f8ddfbe387,168,2023-09-26 15:38:41,113,App\Models\Fund
9670,App\Models\CatalystExplorer\Proposal,14796a1d20f25fe82a2d59fbf65103c7fbf5e7d89900770a987b83d86592411c,450,2023-09-26 15:38:31,113,App\Models\Fund
8211,App\Models\CatalystExplorer\Proposal,9af330dca9aa2e5041fb474509b0f5ac4962a39ce91b4cad62cf8d7b2c5e642c,153,2023-09-26 15:39:01,113,App\Models\Fund
8800,App\Models\CatalystExplorer\Proposal,a65501987213fa2576eb97136a89733bfb8d1a6317b01f75273f1bcc5199ac03,708,2023-09-26 15:39:17,113,App\Models\Fund
9605,App\Models\CatalystExplorer\Proposal,224d03333ac18866a6835cc0ad92210a436f6e3e15be1bfbcde06b8efa2c7699,393,2023-09-26 15:38:22,113,App\Models\Fund
8046,App\Models\CatalystExplorer\Proposal,4513f5767f5b0cc79e544fa2ac348a33551f61e613180585869274b32079520b,167,2023-09-26 15:38:40,113,App\Models\Fund
9723,App\Models\CatalystExplorer\Proposal,bf0b4cda2c7e0c8d3718919f93899c680b72a08a21cab6f517f39756f7f82d52,421,2023-09-26 15:37:20,113,App\Models\Fund
8389,App\Models\CatalystExplorer\Proposal,b75cb7d651313918394b9825c68ebd2533a7c88b26b4c2ac53a3c695bbbc4f34,574,2023-09-26 15:37:03,113,App\Models\Fund
8640,App\Models\CatalystExplorer\Proposal,70078246b45c621596ee82493a848a0c3fec2117f9beab89477164cb33af5e1d,180,2023-09-26 15:38:53,113,App\Models\Fund
8197,App\Models\CatalystExplorer\Proposal,04d85d0724f75a2be8b8fb21dc9f36cb07b1b78ac0756d208e1949100738c7b3,187,2023-09-26 15:39:00,113,App\Models\Fund
8883,App\Models\CatalystExplorer\Proposal,1d48268b69c1d067c95bf098ddbe38f313c71c52edc629023a70f8e5fd1fa390,165,2023-09-26 15:39:34,113,App\Models\Fund
8934,App\Models\CatalystExplorer\Proposal,ca558248c6e7ac8f2b525cf3e9adb2be01bf9701bedd0a1db765e07cfeff826c,188,2023-09-26 15:39:39,113,App\Models\Fund
9275,App\Models\CatalystExplorer\Proposal,0fcbdc34aaa329e2abefc4e3273516c62abfa9a71c0c4f16d71ba8ba4635ea1c,185,2023-09-26 15:37:56,113,App\Models\Fund
9726,App\Models\CatalystExplorer\Proposal,e343ac1328e673f51a83e0d234d5c5562d6cb1f4aa3fee6a12fbbedc1213da9a,420,2023-09-26 15:37:21,113,App\Models\Fund
8526,App\Models\CatalystExplorer\Proposal,42cdb6c005da9516b09524a1f515dffa5864e425efa8f2e52b606dbee0ee30d1,272,2023-09-26 15:37:14,113,App\Models\Fund
9042,App\Models\CatalystExplorer\Proposal,8ee2c85354bcfe1d175f282bf575e64a29ead19735217dc56e973b3459c5ed2c,182,2023-09-26 15:37:30,113,App\Models\Fund
9354,App\Models\CatalystExplorer\Proposal,cfdf9e59867d689837b9da22223827bafe67a03ea6bd12b492f76c8407bd2ce1,258,2023-09-26 15:38:06,113,App\Models\Fund
8382,App\Models\CatalystExplorer\Proposal,50837faf22a872660a5526b0bedef72a8b6b7fe7979f02ffc30bbbec2d587b24,252,2023-09-26 15:37:02,113,App\Models\Fund
9238,App\Models\CatalystExplorer\Proposal,9fce9a04e6a9c440d605123e1560bd2f41c2bb6f472085339a1b921bb3d2d769,214,2023-09-26 15:37:52,113,App\Models\Fund
8032,App\Models\CatalystExplorer\Proposal,b298fc83662a2d9f9c64e91fcb934646ab05942f14030e5e285cd726df50d724,561,2023-09-26 15:38:38,113,App\Models\Fund
8870,App\Models\CatalystExplorer\Proposal,08846c54b9f32526239d8e4f595602c3c51a56de3d78bd16da5259527b02a39e,172,2023-09-26 15:39:33,113,App\Models\Fund
8334,App\Models\CatalystExplorer\Proposal,22a7410489431718283c5d9eda65ef9a4ce874ea641b054e74d83a10c79d0d1a,653,2023-09-26 15:36:58,113,App\Models\Fund
8064,App\Models\CatalystExplorer\Proposal,42ca6f2ee68f63f9c50eaf785b5be14ed934e28ba49d4ad5c9e0008fd9fdd370,241,2023-09-26 15:39:18,113,App\Models\Fund
8335,App\Models\CatalystExplorer\Proposal,524af22128c3a8e14ca2573ac187ece680436a05bb06ebf3ce739e3f461334f7,268,2023-09-26 15:39:20,113,App\Models\Fund
9174,App\Models\CatalystExplorer\Proposal,c63803ef5756099ab7aa8d2b2bc6f0458ca30d9846cdd3261a92092974d47901,262,2023-09-26 15:37:45,113,App\Models\Fund
8379,App\Models\CatalystExplorer\Proposal,4ac0ef6e6312d7fc9d5638150779c7db6bbfa2ab94b6e20009bacc3909019e15,272,2023-09-26 15:37:02,113,App\Models\Fund
9083,App\Models\CatalystExplorer\Proposal,110707efb4cf5730f6f3c965b69c887fa271c2a5102c82ad4702f95956cc2a39,177,2023-09-26 15:37:34,113,App\Models\Fund
7968,App\Models\CatalystExplorer\Proposal,ce2cc2d4de9724e54be0cc4cff274f580258f0c450dcde8f9320448a8f3ab63c,856,2023-09-26 15:38:32,113,App\Models\Fund
8616,App\Models\CatalystExplorer\Proposal,0a891dc54446229f19d4f8d034ba77b36313a74f2f4416a5d20eedf0548003a8,671,2023-09-26 15:39:44,113,App\Models\Fund
8492,App\Models\CatalystExplorer\Proposal,a049bd3cc79ab32f0391715e66831ea0b1b63ef75619b39a0e26f979444be03d,906,2023-09-26 15:37:10,113,App\Models\Fund
9722,App\Models\CatalystExplorer\Proposal,178f9cbd58203ddeb89b1a68e637c127dbbfd4d2d75232a41ab4f9efab16d546,233,2023-09-26 15:37:20,113,App\Models\Fund
9738,App\Models\CatalystExplorer\Proposal,13f459b7368e488b58008452fb3ad93c97fd514d8b4f8b90c3e72a8f9becb73a,244,2023-09-26 15:37:22,113,App\Models\Fund
9115,App\Models\CatalystExplorer\Proposal,0bb5e2b010588d457d119331e603659016b3c789ffa3c0d29b793940218da5c6,243,2023-09-26 15:37:38,113,App\Models\Fund
9383,App\Models\CatalystExplorer\Proposal,ebbd1a8378e4536e85d7da40f0d4daff9b5044978d4b90f100558e5638b0d2d4,153,2023-09-26 15:38:09,113,App\Models\Fund
9396,App\Models\CatalystExplorer\Proposal,b414dd86725f49aa4f9898b5e113803e3c90f8a757431bc245af9ac46c7c6abe,182,2023-09-26 15:38:11,113,App\Models\Fund
8717,App\Models\CatalystExplorer\Proposal,1c88579ce021ab289b86675757998bdb495ffc6cdd628e50561169d6df51f870,439,2023-09-26 15:38:59,113,App\Models\Fund
8755,App\Models\CatalystExplorer\Proposal,ffb2cf613ddaeaf223ab26c151f4956cd7870db192669f500d5a07c92db21d6a,164,2023-09-26 15:39:12,113,App\Models\Fund
8345,App\Models\CatalystExplorer\Proposal,d62a8ff6cc702642306e7370fe3050213c649057272e081595c8426e7b90a58a,269,2023-09-26 15:36:59,113,App\Models\Fund
8983,App\Models\CatalystExplorer\Proposal,3863e1ef87313dc7855d4728e13c4f490e062bbc3d4b42870ac0e3e799baed0b,261,2023-09-26 15:37:23,113,App\Models\Fund
8009,App\Models\CatalystExplorer\Proposal,eecc48381c2f3533f8b22d21605e5f3f607c68f18bb03f4ab5ed652c160f6204,153,2023-09-26 15:38:36,113,App\Models\Fund
8801,App\Models\CatalystExplorer\Proposal,41ef905e5354a6635937e501c7ef7dc9fc834798cd0fa8fedd1cd2d6ac394b44,706,2023-09-26 15:39:17,113,App\Models\Fund
8861,App\Models\CatalystExplorer\Proposal,ae79f50e65cb50fb35e9d172c8c0b937f3cc9ea506063c7fb6ac48997bc06798,161,2023-09-26 15:39:32,113,App\Models\Fund
9590,App\Models\CatalystExplorer\Proposal,fbce5e473257ea0fe52e8bd20dd0f71c2a07e73e8c8fa355bf59079893376d70,196,2023-09-26 15:38:20,113,App\Models\Fund
8862,App\Models\CatalystExplorer\Proposal,01921fe11f4a9d73044b91f4a5f3da7e61b9a5128c2015c9b74d780be5c10062,205,2023-09-26 15:39:32,113,App\Models\Fund
8505,App\Models\CatalystExplorer\Proposal,283489482cf413e90bc5f8da36dac3eff1c9c45cbee47e9c6e93ac14c8f23904,485,2023-09-26 15:37:12,113,App\Models\Fund
9178,App\Models\CatalystExplorer\Proposal,f3b38e4f1d5e4ba57be4bb6b42cecb8cf50aacf24e52e07085c4d90de41176f7,159,2023-09-26 15:37:45,113,App\Models\Fund
9202,App\Models\CatalystExplorer\Proposal,95ead29b1c1c16f1c9a60df9fd0ef1918ea20ca06f877b5d9e3a486f72da5458,167,2023-09-26 15:37:48,113,App\Models\Fund
9278,App\Models\CatalystExplorer\Proposal,31935e58818cd7d89a7223a4fd98c558540166ca16c996792c98197d11525cfa,173,2023-09-26 15:37:56,113,App\Models\Fund
9465,App\Models\CatalystExplorer\Proposal,0cfeb646b5b9f874f941fa6c4d94308a344792862bf22fccf2002376c13a7c06,268,2023-09-26 15:38:18,113,App\Models\Fund
9657,App\Models\CatalystExplorer\Proposal,f67584e7a7e68a83cd704c4b566da9a0a7df5c1abb4b8c23c59e764d91a53964,177,2023-09-26 15:38:30,113,App\Models\Fund
8747,App\Models\CatalystExplorer\Proposal,2cbda5651cc70d06af8bd39211739cc633098a638f2814ff908dbeebb8d232d6,145,2023-09-26 15:39:11,113,App\Models\Fund
8400,App\Models\CatalystExplorer\Proposal,e3332947675d4a62ca66238107a6be937daefb3ad3d0d64cbb3e0ce2745ea48b,200,2023-09-26 15:39:23,113,App\Models\Fund
8524,App\Models\CatalystExplorer\Proposal,e27c0bed06a119d957e5d60304ccb4c3a1956d7a3f55309ac91342e994072f31,434,2023-09-26 15:37:14,113,App\Models\Fund
9253,App\Models\CatalystExplorer\Proposal,000a85ba0d2ec4ea158fa3985ad2309871e8f4018937e01a6db199a899eaf257,239,2023-09-26 15:37:53,113,App\Models\Fund
9072,App\Models\CatalystExplorer\Proposal,bdb097806be87b3234ddedfcb9d5c3d10761e956a4c4c54a62b10d2ba03ed8b7,222,2023-09-26 15:37:33,113,App\Models\Fund
8780,App\Models\CatalystExplorer\Proposal,95bfae5be5173d240e032623a6707247adeb59f5c1704edafc518f0e0b304c9d,227,2023-09-26 15:39:15,113,App\Models\Fund
9716,App\Models\CatalystExplorer\Proposal,f9799e08af5f1fa3b2c150d45a8e100bf17e0b61f3e83269552e53c11833e13a,251,2023-09-26 15:37:20,113,App\Models\Fund
9320,App\Models\CatalystExplorer\Proposal,9e674bb90186e677128b5c42f3446c720a6fdcee44a806f3c1d396721173a7a6,204,2023-09-26 15:38:02,113,App\Models\Fund
8362,App\Models\CatalystExplorer\Proposal,ff3ebb394d44475bce36ad335c92dc36e80987bf01ddd849cd4d019801b9a8c3,233,2023-09-26 15:37:00,113,App\Models\Fund
8824,App\Models\CatalystExplorer\Proposal,e3bfea6938092b2e7ea9d4bce3125903c4a948be7d6055fc0f0d04ef14cc3bf6,179,2023-09-26 15:39:29,113,App\Models\Fund
8047,App\Models\CatalystExplorer\Proposal,0326c4fcf691c2ff8c6ddac35d5e57ada212c5e319644fc6c50ff1378d0e29b6,635,2023-09-26 15:38:40,113,App\Models\Fund
8549,App\Models\CatalystExplorer\Proposal,f99fc150e90a1de38ff62e084e99f6be1c25852b2a732b238c174c49678cd59d,176,2023-09-26 15:38:44,113,App\Models\Fund
8634,App\Models\CatalystExplorer\Proposal,f2879594dbdfdcded2ac0f844d213e6a2f6ea9bf5c0d99237b4839e11cc6cf91,182,2023-09-26 15:37:24,113,App\Models\Fund
9348,App\Models\CatalystExplorer\Proposal,76dc881b9801ac8505e53974e9483d36fe206fcc9bd4a842dc94ecaf8ef19a51,170,2023-09-26 15:38:05,113,App\Models\Fund
9329,App\Models\CatalystExplorer\Proposal,c60d58527756d202001844401571f3712ae65d04f7b085a8a4e76808a2c07afa,294,2023-09-26 15:38:03,113,App\Models\Fund
8310,App\Models\CatalystExplorer\Proposal,8266b42607c0a823091cbb3c23bc7ea9ccfbc13865706fa01242d5d20a8aaaa5,266,2023-09-26 15:36:55,113,App\Models\Fund
8296,App\Models\CatalystExplorer\Proposal,8ed00b27e722d4ad05e3368ef78ba70412bf39f1bba676789f2c37af26180bf2,548,2023-09-26 15:36:54,113,App\Models\Fund
9685,App\Models\CatalystExplorer\Proposal,d3e01c3ecfdb2ac28675f4b44795c6023cfc4be9e40e60132c591fa9ae7c1e8a,240,2023-09-26 15:37:16,113,App\Models\Fund
8332,App\Models\CatalystExplorer\Proposal,ad316ae2972f2515f881ab73759ff1d342a7c393cc4debc0069b4fc5e912869e,476,2023-09-26 15:36:58,113,App\Models\Fund
8027,App\Models\CatalystExplorer\Proposal,5529dc4f1e397d322e5de508ac681b48361341fb8a7d4eb8bafb373a3b6b8b52,172,2023-09-26 15:38:38,113,App\Models\Fund
9721,App\Models\CatalystExplorer\Proposal,71a953c87ca3d4a88c56d7c81ade8459a768efe8de37e8b330b145a33405ec8e,441,2023-09-26 15:37:20,113,App\Models\Fund
8985,App\Models\CatalystExplorer\Proposal,473eeacded81d32cff984acf1eca98465fd531918e01d29082fe2ef849ece697,241,2023-09-26 15:37:24,113,App\Models\Fund
9108,App\Models\CatalystExplorer\Proposal,a75b264ff6de6dd5fe31cd2ca709aea1cce279c2eb9ffb0a8c317a114dd77ef9,227,2023-09-26 15:37:37,113,App\Models\Fund
7987,App\Models\CatalystExplorer\Proposal,f7067c7f43195ef10ad9dbbf039b0f7d3e0141452f4449776a7951d2e2f172d6,153,2023-09-26 15:38:33,113,App\Models\Fund
8596,App\Models\CatalystExplorer\Proposal,af95ea1485706be54ce0ad8a4a9234ea7e44e2ad24e53c31d57fce57514e427c,161,2023-09-26 15:38:49,113,App\Models\Fund
8021,App\Models\CatalystExplorer\Proposal,d250c5f74a6587e608851aa3e0dbf2b59c50f42aa8aa17020ed2a82b7304fd09,150,2023-09-26 15:38:37,113,App\Models\Fund
8630,App\Models\CatalystExplorer\Proposal,aa939b0d0e76c8c9046d5ccc13c26fac2417d545088d4167179363da371412ae,179,2023-09-26 15:38:52,113,App\Models\Fund
8225,App\Models\CatalystExplorer\Proposal,f1d76d09c6f1814f40199cf456ae7e23dbca3c6f97812dbe1a57461edf5f8467,160,2023-09-26 15:39:03,113,App\Models\Fund
8425,App\Models\CatalystExplorer\Proposal,9ba3a654fe95288248331e8f6038bde8edfec6ae8daa4fe113eb6e7f392e9029,169,2023-09-26 15:39:24,113,App\Models\Fund
8854,App\Models\CatalystExplorer\Proposal,4992de5bc060f75bb949363883690cf87d11f24e9bd713c85a9c17c1ae603071,179,2023-09-26 15:39:31,113,App\Models\Fund
9448,App\Models\CatalystExplorer\Proposal,4c3fff8ea537c7a5927fde2f3d0733f9557b9cb1583181846c3a53d7b6f3cc4e,739,2023-09-26 15:38:16,113,App\Models\Fund
9212,App\Models\CatalystExplorer\Proposal,4b2cf1d9b4203589ba8b82cff39ff00ff63904d3cf73b9a4c05cd19db8dabb3b,167,2023-09-26 15:37:49,113,App\Models\Fund
8306,App\Models\CatalystExplorer\Proposal,c9a992fbadc9eb6c2dd18fec94ff04e8b6c4a15153c3dda9bb0b3b5efb575941,254,2023-09-26 15:36:55,113,App\Models\Fund
9636,App\Models\CatalystExplorer\Proposal,56b329d70611f6d84ac9f69e8ba7cb9fc70e44a49c03aa6f7f1c832114028f47,214,2023-09-26 15:38:27,113,App\Models\Fund
8684,App\Models\CatalystExplorer\Proposal,d7714bf63447899df75c3f8f0c35d1303d56d11f38130e4dc86e8b6bce40924b,198,2023-09-26 15:38:57,113,App\Models\Fund
9141,App\Models\CatalystExplorer\Proposal,cbf6f66cee79ab8a375b1c99ef9e4af886e24036aebafb2f74d43a7ad52da497,188,2023-09-26 15:37:41,113,App\Models\Fund
8732,App\Models\CatalystExplorer\Proposal,949a06289fb1e4991ae56b006d1bc884b5b36c48837dd0effd888fead8bf8829,198,2023-09-26 15:39:10,113,App\Models\Fund
9701,App\Models\CatalystExplorer\Proposal,c08003db45ebc8254281a10ea5c90bb122345453ff2684295d8ff4c4f9e91db8,261,2023-09-26 15:37:18,113,App\Models\Fund
8489,App\Models\CatalystExplorer\Proposal,bda11f6135fdb8b6c160b387f48af415b3942e0724904635abed44c1b66cc841,494,2023-09-26 15:37:10,113,App\Models\Fund
8979,App\Models\CatalystExplorer\Proposal,62670a21de977d40e8d0be730db6b34159c59f9d5ecee35c71754223ef133851,175,2023-09-26 15:37:23,113,App\Models\Fund
8997,App\Models\CatalystExplorer\Proposal,7abfb06418d45930f406a5a0f075e265d1d9a8006c432add6461c2aea4f68e37,178,2023-09-26 15:37:25,113,App\Models\Fund
9730,App\Models\CatalystExplorer\Proposal,a3e05417b75578d2a744ea8b0bdc8d01fb1951fa7f131f78619851c019e51934,270,2023-09-26 15:37:21,113,App\Models\Fund
9087,App\Models\CatalystExplorer\Proposal,028a9914b67a13fb5c1b18bc910ac2d2a2f9e958543bc1fee4efc766ff728f1b,377,2023-09-26 15:37:34,113,App\Models\Fund
9444,App\Models\CatalystExplorer\Proposal,e5bffac90cb000403865261b8a03e2c75888cda2cf81e6fb4535a2aa8a161722,186,2023-09-26 15:38:16,113,App\Models\Fund
9017,App\Models\CatalystExplorer\Proposal,c17da6b5f51a9a413e1ffa590ff5a19030467fe2f1989a82e0f447d003cecac7,245,2023-09-26 15:37:27,113,App\Models\Fund
9727,App\Models\CatalystExplorer\Proposal,f37c532a322c8d8873b17b9f0f740a3dfc4d0def87ed2af1fd9ecaafca2b2de4,431,2023-09-26 15:37:21,113,App\Models\Fund
9029,App\Models\CatalystExplorer\Proposal,2ab6d4a33a67c3c9880a1fa684ad38e99cfa07dde5cb420a6178f86dba938964,595,2023-09-26 15:37:28,113,App\Models\Fund
9435,App\Models\CatalystExplorer\Proposal,c03749634058a5f674fc600cb8452c4f44a35edcb8640176eca71cc73e9b76d4,169,2023-09-26 15:38:15,113,App\Models\Fund
9226,App\Models\CatalystExplorer\Proposal,bfd09f0aaf3ec3adc227af231074d225c67fce49f1c5aac22893dc2b9f292ccd,172,2023-09-26 15:37:50,113,App\Models\Fund
8781,App\Models\CatalystExplorer\Proposal,65d99c0de9e14a6343ad7708f6247969a7ea54297141b4b105c9579b0ff27534,256,2023-09-26 15:39:15,113,App\Models\Fund
9065,App\Models\CatalystExplorer\Proposal,c8a375136130c055afb6fcf00bd77e59a544042a9a09f2080703adcf7b443a85,191,2023-09-26 15:37:32,113,App\Models\Fund
9025,App\Models\CatalystExplorer\Proposal,81ecda59d279e1868c68a317ccef1a4b8fb9dca6df46215b64dba15ed8e940b7,194,2023-09-26 15:37:28,113,App\Models\Fund
9652,App\Models\CatalystExplorer\Proposal,80a586f56bc486c0a5eaf65c800e924d9f287e0568e6a3e33dd0477c20583584,245,2023-09-26 15:38:29,113,App\Models\Fund
9441,App\Models\CatalystExplorer\Proposal,c3389b1f351ef3380c2241250f271ce87660158bb68cac1612a6175215963ea9,209,2023-09-26 15:38:15,113,App\Models\Fund
9609,App\Models\CatalystExplorer\Proposal,ed42535f188de78b40260472dc866d7e1c9d0d86919b63ffef9ca8060438efa7,187,2023-09-26 15:38:22,113,App\Models\Fund
9463,App\Models\CatalystExplorer\Proposal,b905d3ce2b0918af0e52627e103a0bf078ee03562c190faf2be7ed5676e9aaad,251,2023-09-26 15:38:18,113,App\Models\Fund
9614,App\Models\CatalystExplorer\Proposal,1f0cf9a650abf5f8c4728c74021de7d8e1e61ba26818f01c3eeaf95d8dce1384,313,2023-09-26 15:38:23,113,App\Models\Fund
9419,App\Models\CatalystExplorer\Proposal,3e2db1fa41839038ed19f5c98c54fcaa1368e8b41e79eb1d198f54f81da1ecec,319,2023-09-26 15:38:13,113,App\Models\Fund
8692,App\Models\CatalystExplorer\Proposal,da8f8da4808e2dd6ed809939bee9cd6e549fabf13dab4516574c1de69d931df0,384,2023-09-26 15:38:57,113,App\Models\Fund
8945,App\Models\CatalystExplorer\Proposal,5283800fe6e75b2dbfe77f15e2dbeafddf5019e0852db82f290d9d01029a9029,211,2023-09-26 15:39:41,113,App\Models\Fund
9452,App\Models\CatalystExplorer\Proposal,a916382baa71cd371d974019063c9ca279e078c3d0dacd44179a07c0bfc5ccf1,160,2023-09-26 15:38:17,113,App\Models\Fund
8254,App\Models\CatalystExplorer\Proposal,8435af35d0e776da994ab26e33d17faf7df6d8f7ff8806440e7bd210eaed7469,157,2023-09-26 15:39:06,113,App\Models\Fund
8686,App\Models\CatalystExplorer\Proposal,2eb434df3177496665121e02225b65c6bfc7e0d4ef9f7be072974a4b9557aac3,154,2023-09-26 15:38:22,113,App\Models\Fund
9179,App\Models\CatalystExplorer\Proposal,e73decf3ba942bc55a6038843107300169a278f285e28f5b0a62b982b145c29e,177,2023-09-26 15:37:45,113,App\Models\Fund
9606,App\Models\CatalystExplorer\Proposal,1d4e2d07341ef38967e85e4b693fa7aa2f4c019615ad2f160e94aa91be9ff778,218,2023-09-26 15:38:22,113,App\Models\Fund
